dataset,outlier_method,norm,metric,ari_mean,ari_min,ari_max,ari_std,acc_mean,acc_min,acc_max,acc_std,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,silhouette_mean,silhouette_min,silhouette_max,silhouette_std
blood,zscore_robust_2.5,minmax,manhattan,0.0611949515180335,0.0611949515180335,0.0611949515180335,1.3877787807814457e-17,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.632183908045977,0.0,0.632183908045977,0.632183908045977,0.4294868797013234,0.4294868797013235,0.4294868797013235,1.1102230246251563e-16
blood,zscore_robust_2.5,minmax,cosine,0.0296289989504192,0.0296289989504192,0.0296289989504192,3.469446951953614e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5876436781609196,0.0,0.5876436781609196,0.5876436781609196,0.7368442720545153,0.7368442720545154,0.7368442720545154,1.1102230246251563e-16
blood,zscore_robust_2.5,minmax,minkowski,0.0423352851357856,0.0423352851357856,0.0423352851357856,6.938893903907228e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.627873563218391,2.220446049250313e-16,0.6278735632183908,0.6278735632183908,0.3682392038083432,0.3682392038083431,0.3682392038083431,5.551115123125783e-17
blood,zscore_robust_2.5,minmax,chebyshev,0.0248383974238295,0.0247714165851533,0.0281204585189626,0.0004688658707332,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6078735632183908,0.0008045977011494,0.6077586206896551,0.6135057471264368,0.3044519745019197,0.3044118631401262,0.3064174312298067,0.0002807795325552
blood,zscore_robust_2.5,minmax,correlation,0.1049604613007153,0.1049604613007153,0.1049604613007153,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6709770114942534,4.440892098500626e-16,0.6709770114942529,0.6709770114942529,0.7635879830860612,0.7635879830860615,0.7635879830860615,2.220446049250313e-16
blood,zscore_robust_2.5,minmax,hamming,-0.0107777800323583,-0.0443395813230362,0.0722026759438846,0.0259435749735018,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5829454022988505,0.017891081290253,0.5603448275862069,0.6910919540229885,0.1288257307764242,0.0792901283856913,0.1420838600476233,0.0071317486956725
blood,zscore_robust_2.5,standard,euclidean,0.0272639593805794,0.0272639593805794,0.0272639593805794,3.469446951953614e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6120689655172411,2.220446049250313e-16,0.6120689655172413,0.6120689655172413,0.4018784770045747,0.4018784770045747,0.4018784770045747,5.551115123125783e-17
blood,zscore_robust_2.5,standard,manhattan,0.0586925738979728,0.0586925738979728,0.0586925738979728,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6293103448275863,1.1102230246251563e-16,0.6293103448275862,0.6293103448275862,0.4296669965763594,0.4296669965763594,0.4296669965763594,5.551115123125783e-17
blood,zscore_robust_2.5,standard,cosine,0.0224594254462941,0.0224594254462941,0.0224594254462941,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5847701149425288,1.1102230246251563e-16,0.5847701149425287,0.5847701149425287,0.5922159802436235,0.5922159802436238,0.5922159802436238,2.220446049250313e-16
blood,zscore_robust_2.5,standard,minkowski,0.0239661180675762,0.0239661180675762,0.0239661180675762,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6063218390804597,1.1102230246251563e-16,0.6063218390804598,0.6063218390804598,0.3780569959365101,0.3780569959365101,0.3780569959365101,5.551115123125783e-17
blood,zscore_robust_2.5,standard,chebyshev,0.0222608813385299,0.0222608813385299,0.0222608813385299,3.469446951953614e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.617816091954023,0.0,0.617816091954023,0.617816091954023,0.334958490233997,0.3349584902339972,0.3349584902339972,1.6653345369377348e-16
blood,zscore_robust_2.5,standard,correlation,0.0499011041665202,0.0499011041665202,0.0499011041665202,6.938893903907228e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.613505747126437,2.220446049250313e-16,0.6135057471264368,0.6135057471264368,0.7133615535675775,0.7133615535675774,0.7133615535675774,1.1102230246251563e-16
blood,zscore_robust_2.5,standard,hamming,-0.0104489882269328,-0.051531592196756,0.0722026759438846,0.0259118019362569,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5834051724137931,0.0176991142564183,0.5603448275862069,0.6910919540229885,0.1288590938395676,0.0792901283856913,0.1463270447285845,0.007257519670923
blood,zscore_robust_2.5,robust,euclidean,0.0468571302354768,0.0468571302354768,0.0468571302354768,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6422413793103449,0.0,0.6422413793103449,0.6422413793103449,0.4466189255874394,0.4466189255874395,0.4466189255874395,1.1102230246251563e-16
blood,zscore_robust_2.5,robust,manhattan,0.0588377899946653,0.0588377899946653,0.0588377899946653,2.0816681711721685e-17,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6307471264367814,2.220446049250313e-16,0.6307471264367817,0.6307471264367817,0.4599828012751842,0.4599828012751844,0.4599828012751844,1.6653345369377348e-16
blood,zscore_robust_2.5,robust,cosine,-0.004112327349925,-0.004112327349925,-0.004112327349925,8.673617379884035e-19,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5229885057471266,2.220446049250313e-16,0.5229885057471264,0.5229885057471264,0.6117030868907749,0.6117030868907747,0.6117030868907747,2.220446049250313e-16
blood,zscore_robust_2.5,robust,minkowski,0.0362206946275421,0.0361358000211421,0.038258165181142,0.0004158969351888,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.6308045977011493,0.0002815505451474,0.6307471264367817,0.632183908045977,0.4266045169832675,0.426282174976426,0.4266179479002194,6.57977866188867e-05
blood,zscore_robust_2.5,robust,chebyshev,0.0235365980047254,0.0235365980047254,0.0235365980047254,0.0,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.610632183908046,0.0,0.610632183908046,0.610632183908046,0.3806433407251166,0.3806433407251168,0.3806433407251168,1.6653345369377348e-16
blood,zscore_robust_2.5,robust,correlation,0.0052074686635942,0.0052074686635942,0.0052074686635942,1.734723475976807e-18,0.7729885057471263,0.7729885057471264,0.7729885057471264,1.1102230246251563e-16,0.5560344827586207,0.0,0.5560344827586207,0.5560344827586207,0.7295421645765988,0.7295421645765987,0.7295421645765987,1.1102230246251563e-16
