dataset,metric,outlier_method,norm,ari_mean,ari_min,ari_max,ari_std,acc_mean,acc_min,acc_max,acc_std,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,silhouette_mean,silhouette_min,silhouette_max,silhouette_std
balance,hamming,zscore_robust_3.5,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_3.5,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,manhattan,none,none,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,none,minmax,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,none,robust,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore,none,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore,minmax,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore,robust,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_2.5,none,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_2.5,minmax,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_2.5,robust,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_3.5,none,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_3.5,minmax,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
balance,manhattan,zscore_3.5,robust,0.1262012202840479,0.032865949151449,0.2250179955879822,0.0378813754401807,0.6476960000000002,0.5552,0.7136,0.0317225532389812,0.518032,0.0398472957175264,0.4016,0.5936,0.2004033042178875,0.1663668058752997,0.2174254865031551,0.0106193429306256
