dataset,outlier_method,norm,metric,inertia_mean,inertia_std,inertia_min,inertia_max,silhouette_mean,silhouette_std,silhouette_min,silhouette_max,ari_mean,ari_std,ari_min,ari_max,nmi_mean,nmi_std,nmi_min,nmi_max,acc_mean,acc_std,acc_min,acc_max,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,removed_count_mean,removed_count_std,removed_count_min,removed_count_max,removed_pct_mean,removed_pct_std,removed_pct_min,removed_pct_max
vertebral,none,none,euclidean,322952.18157222465,20126.22313805659,300711.3222514448,344036.4168746682,0.4340223411586788,0.01779369015054141,0.3631389580571893,0.4494247630970148,0.32205158388943333,0.00933348640891395,0.30120291249744024,0.3311452078602832,0.4139829895902182,0.003018889948845265,0.40589793139873703,0.41675310937995547,0.6914193548387095,0.013838822467395118,0.6774193548387096,0.7225806451612903,0.6611290322580643,0.01991331369800024,0.5612903225806452,0.6741935483870968,0.5121374729424527,0.008386908562764802,0.5035490035490036,0.5284765271444917,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,manhattan,344761.705503,21032.918408974834,312001.4315,358545.78185,0.3817693832457883,0.03959577879644453,0.35584388031472863,0.4425711148999739,0.3031609913787103,0.042031930611967014,0.27208279257186174,0.3705241101404323,0.38540118960904807,0.00974497120694019,0.37538110821733933,0.40462487280192816,0.7043548387096777,0.01268669118385834,0.6838709677419355,0.7129032258064516,0.5611290322580644,0.0790241931368902,0.5064516129032258,0.6838709677419355,0.5154827113756327,0.006789394259644075,0.5042434137796147,0.5201166030999987,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,cosine,347717.8213367036,14691.451934517832,310963.8141238635,356227.386263473,0.6286533268666888,0.023329030968596915,0.5823112588525677,0.660177518862891,0.4682246036718394,0.039504757823652085,0.38237558820584977,0.522288126615259,0.48980556425788124,0.021469647672946457,0.4532936597742195,0.5387223682817017,0.7445483870967741,0.005468574491757821,0.7322580645161291,0.7483870967741936,0.6956774193548386,0.03257655675402131,0.6258064516129033,0.7387096774193549,0.5448907153284976,0.002908880206713271,0.5391600212652844,0.547008547008547,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,minkowski,322292.1508671026,19588.16119584669,303097.0307513165,345308.5510353076,0.4351005672462634,0.018625644180414687,0.36108974775622643,0.45156139641913134,0.3198045329602941,0.06156330871193842,0.26037013471536413,0.39435378867712517,0.42165999447413244,0.03499922671350763,0.3879248004309756,0.46512048989782323,0.689741935483871,0.03242338283434467,0.6580645161290323,0.7322580645161291,0.6624193548387096,0.015242575511395823,0.5806451612903226,0.6774193548387096,0.5112236403958791,0.02115661454048574,0.4905427631578947,0.5353477107600045,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,chebyshev,330636.99037562625,17440.137933909267,314861.79206140235,349917.7883152333,0.45112542024293106,0.023030076458380636,0.42566471274104933,0.4719569081990163,0.2661311589715988,0.1077562109757,0.16866199879793345,0.38526013251718993,0.3991891373044824,0.06136719729220514,0.34368041879885736,0.4670331265891352,0.6643548387096775,0.04974937185533099,0.6193548387096774,0.7193548387096774,0.6466129032258066,0.03370118738586939,0.6161290322580645,0.6838709677419355,0.4939639097893449,0.034135562175684246,0.46308713204081986,0.5317021937042092,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,correlation,366480.40945967153,5.820766091346741e-11,366480.4094596715,366480.4094596715,0.557171385169883,1.1102230246251565e-16,0.5571713851698831,0.5571713851698831,0.31557750256089717,5.551115123125783e-17,0.3155775025608971,0.3155775025608971,0.43132913521830196,1.6653345369377348e-16,0.43132913521830213,0.43132913521830213,0.7064516129032254,3.3306690738754696e-16,0.7064516129032258,0.7064516129032258,0.6483870967741936,0.0,0.6483870967741936,0.6483870967741936,0.5231245719050596,2.220446049250313e-16,0.5231245719050598,0.5231245719050598,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,none,hamming,1294736.542109,18828.791023530594,1219484.2439000001,1349242.7085000002,0.0020112664684548112,0.0007964041857376265,0.00047984308780775465,0.004251233491524216,0.001323361099206443,0.00549910118259351,-0.012696638639566367,0.014925281032032774,0.017735856550566535,0.006959254778772895,0.006445816352775485,0.03758083371967786,0.4908064516129032,0.004408274312489163,0.4838709677419355,0.5032258064516129,0.4863870967741935,0.005870258730672469,0.4645161290322581,0.5,0.2387369501363225,0.011295007145156069,0.21739130434782608,0.26618108327144857,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,euclidean,19.275232109413338,7.105427357601002e-15,19.275232109413345,19.275232109413345,0.29578563763877563,5.551115123125783e-17,0.2957856376387757,0.2957856376387757,0.20983210488827922,0.0,0.20983210488827922,0.20983210488827922,0.2688825931788285,4.611102534756203e-17,0.26888259317882846,0.2688825931788285,0.6677419354838712,2.220446049250313e-16,0.667741935483871,0.667741935483871,0.47419354838709693,1.6653345369377348e-16,0.47419354838709676,0.47419354838709676,0.48194444444444434,1.1102230246251565e-16,0.48194444444444445,0.48194444444444445,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,manhattan,19.67281906870076,7.105427357601002e-15,19.672819068700754,19.672819068700754,0.3234035795763843,0.0,0.3234035795763843,0.3234035795763843,0.2023442470276034,0.0,0.2023442470276034,0.2023442470276034,0.2741506083949968,4.4408920985006264e-17,0.2741506083949968,0.27415060839499683,0.661290322580645,1.1102230246251565e-16,0.6612903225806451,0.6612903225806451,0.46451612903225803,5.551115123125783e-17,0.4645161290322581,0.4645161290322581,0.47712205760567467,5.551115123125783e-17,0.4771220576056747,0.4771220576056747,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,cosine,23.259766054357097,0.010603966684186134,23.17642468966517,23.27627787639103,0.42351195667789254,0.0009262735445978484,0.4231228079126875,0.4274731251007647,0.23463949145444413,0.0019186649939805483,0.23315355370579643,0.24082824337319494,0.2514278893681889,0.001988513199907938,0.24952594154723876,0.2542875310362678,0.682193548387097,0.001611612386683434,0.6806451612903226,0.6838709677419355,0.5587741935483871,0.0028700614734884,0.5580645161290323,0.5709677419354838,0.49243055752981135,0.001415039104868056,0.49107142857142855,0.49404761904761907,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,minkowski,19.515757066975524,0.012297069759345754,19.498777560336713,19.531177120520645,0.2809144033749823,0.001055796785911912,0.27961215165839237,0.2826329228996564,0.21193243283729654,0.008593250283371778,0.20104249445790306,0.22273153171692653,0.2605349008637709,0.008295469753572569,0.24997973531377413,0.27033136682095815,0.6770967741935485,0.004838709677419337,0.6709677419354839,0.6838709677419355,0.48722580645161284,0.0006321263852343593,0.4870967741935484,0.49032258064516127,0.48933246373277983,0.0036206040042081706,0.48480087288597923,0.4958094321379484,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,chebyshev,20.408119235688883,0.0426421867708018,20.31411684510213,20.456129448688397,0.26695716372557954,0.002367751314847017,0.2638992755958886,0.2706767567882467,0.17700473468587258,0.0020247619769962035,0.17499099320194456,0.1820561146578142,0.22745188123296245,0.007821479715421752,0.21797543353560533,0.2402999535053825,0.6650322580645163,0.001182600179343425,0.6645161290322581,0.667741935483871,0.5000967741935485,0.0036052626581911237,0.4935483870967742,0.5096774193548387,0.4831255845949551,0.0009829967169411543,0.48269659406405196,0.48541666666666666,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vertebral,none,minmax,correlation,24.265231731567443,3.552713678800501e-15,24.265231731567447,24.265231731567447,0.46371277403329514,2.220446049250313e-16,0.4637127740332949,0.4637127740332949,0.17511587277066348,5.551115123125783e-17,0.17511587277066343,0.17511587277066343,0.21304457810554212,2.466969522362136e-17,0.21304457810554206,0.21304457810554212,0.6548387096774192,1.1102230246251565e-16,0.6548387096774193,0.6548387096774193,0.5741935483870969,1.1102230246251565e-16,0.5741935483870968,0.5741935483870968,0.4795285359801491,2.220446049250313e-16,0.4795285359801489,0.4795285359801489,0.0,0.0,0,0,0.0,0.0,0.0,0.0
