dataset,outlier_method,norm,metric,inertia_mean,inertia_std,inertia_min,inertia_max,silhouette_mean,silhouette_std,silhouette_min,silhouette_max,ari_mean,ari_std,ari_min,ari_max,nmi_mean,nmi_std,nmi_min,nmi_max,acc_mean,acc_std,acc_min,acc_max,purity_mean,purity_std,purity_min,purity_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,removed_count_mean,removed_count_std,removed_count_min,removed_count_max,removed_pct_mean,removed_pct_std,removed_pct_min,removed_pct_max
blood,iqr_1.8,minmax,hamming,291.62071652592874,8.47697422768639,276.07530489809335,319.32521593524,0.12314299686387492,0.01007611264894112,0.07743395408986575,0.13688704543328803,-0.007481298099822564,0.0286387905390485,-0.04557472059131101,0.08114783033761074,0.007550085209577908,0.008242923086538631,9.729395637446353e-05,0.023062766576234652,0.5893286713286713,0.024251647429638555,0.5636363636363636,0.7034965034965035,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,euclidean,1595.912630390489,2.2737367544323206e-13,1595.9126303904889,1595.9126303904889,0.4146494419489742,1.6653345369377348e-16,0.41464944194897435,0.41464944194897435,0.037765479468771575,0.0,0.037765479468771575,0.037765479468771575,0.007534837700549324,1.734723475976807e-18,0.0075348377005493225,0.0075348377005493225,0.6447552447552445,2.220446049250313e-16,0.6447552447552447,0.6447552447552447,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,manhattan,1758.614134669673,2.2737367544323206e-13,1758.6141346696727,1758.6141346696727,0.4290007839796682,1.1102230246251565e-16,0.4290007839796683,0.4290007839796683,0.045702832763305584,0.0,0.045702832763305584,0.045702832763305584,0.020421140065891182,3.469446951953614e-18,0.02042114006589118,0.02042114006589118,0.6209790209790211,1.1102230246251565e-16,0.620979020979021,0.620979020979021,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,cosine,1637.4420869004587,0.48069411319286476,1637.041372706508,1638.018724399071,0.5847468442440149,0.0002226990610672858,0.5844796959141463,0.5849324896935846,0.02449897427382076,0.0013511013233150548,0.022878202007080888,0.025625273645623052,0.011621795441928378,0.000789561999462947,0.01067464205711682,0.01227998677713641,0.5884895104895107,0.002063636245151,0.586013986013986,0.5902097902097903,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,minkowski,1605.2903435185951,2.2737367544323206e-13,1605.290343518595,1605.290343518595,0.3830160844561281,0.0,0.3830160844561281,0.3830160844561281,0.027643317382630817,1.3877787807814457e-17,0.02764331738263083,0.02764331738263083,0.005782966163035313,0.0,0.005782966163035313,0.005782966163035313,0.6209790209790211,1.1102230246251565e-16,0.620979020979021,0.620979020979021,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,chebyshev,1655.3931096267497,0.0,1655.3931096267497,1655.3931096267497,0.3349456169342617,1.1102230246251565e-16,0.3349456169342616,0.3349456169342616,0.027778869961356385,3.469446951953614e-18,0.027778869961356388,0.027778869961356388,0.005247211468673101,2.6020852139652106e-18,0.0052472114686730985,0.0052472114686730985,0.6265734265734269,2.220446049250313e-16,0.6265734265734266,0.6265734265734266,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,correlation,2109.624204640356,9.094947017729282e-13,2109.624204640355,2109.624204640355,0.7061255431462661,2.220446049250313e-16,0.7061255431462659,0.7061255431462659,0.031125708831221316,3.469446951953614e-18,0.03112570883122132,0.03112570883122132,0.049278497820075214,6.938893903907228e-18,0.04927849782007522,0.04927849782007522,0.5902097902097904,1.1102230246251565e-16,0.5902097902097903,0.5902097902097903,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,standard,hamming,4450.883909847257,138.75493614372948,4201.860430965013,4883.0125995866765,0.12380407600881897,0.00944677211251437,0.07743395408986575,0.14088854058634753,-0.008442276768421728,0.02754620548974248,-0.05258242681065947,0.07930120116786005,0.007426780473466281,0.00829564958662487,9.729395637446353e-05,0.023452878778520727,0.5887412587412587,0.022062798532252695,0.5636363636363636,0.7034965034965035,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,euclidean,774.9023718804463,0.004816162384149434,774.8979267638476,774.9075900608012,0.4433971934022702,0.00026526648397976794,0.4431523635238413,0.44368460238999075,0.03773304056529244,0.0012531576486560804,0.036375278492032675,0.03888965270177299,0.006877316800900255,0.00041594657640544995,0.006426650049952179,0.0072612181072634315,0.651104895104895,0.0006970593451400211,0.6503496503496503,0.6517482517482518,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,manhattan,861.5146540173118,4.547473508864641e-13,861.5146540173114,861.5146540173114,0.44580066922014616,1.1102230246251565e-16,0.44580066922014605,0.44580066922014605,0.04538533253622689,1.3877787807814457e-17,0.045385332536226904,0.045385332536226904,0.01907312434413461,3.469446951953614e-18,0.019073124344134607,0.019073124344134607,0.6223776223776223,1.1102230246251565e-16,0.6223776223776224,0.6223776223776224,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,cosine,840.4748421841971,1.1368683772161603e-13,840.474842184197,840.474842184197,0.6030731767694373,1.1102230246251565e-16,0.6030731767694374,0.6030731767694374,0.015181284269230924,3.469446951953614e-18,0.01518128426923092,0.01518128426923092,0.01688306510698134,3.469446951953614e-18,0.016883065106981336,0.016883065106981336,0.5636363636363635,1.1102230246251565e-16,0.5636363636363636,0.5636363636363636,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,minkowski,783.4493078002938,3.410605131648481e-13,783.4493078002935,783.4493078002935,0.4100247546834794,1.1102230246251565e-16,0.4100247546834795,0.4100247546834795,0.024057064558493716,3.469446951953614e-18,0.02405706455849372,0.02405706455849372,0.004641137363182107,8.673617379884035e-19,0.004641137363182108,0.004641137363182108,0.616783216783217,2.220446049250313e-16,0.6167832167832168,0.6167832167832168,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,chebyshev,806.0599976808642,1.7609439208196689,804.1520630555677,807.6852753246357,0.3708697945506955,0.00020164608268382136,0.3706836836437749,0.37108827257186316,0.021998810288879747,0.0004026277763724449,0.021562574093868133,0.022370418899445185,0.0036690183559403423,9.376338758928974e-05,0.0035674282873120085,0.0037555580440311463,0.6189370629370629,0.0006970593451399657,0.6181818181818182,0.6195804195804195,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,correlation,1004.4289618848613,2.2737367544323206e-13,1004.4289618848616,1004.4289618848616,0.7279421899228656,2.220446049250313e-16,0.7279421899228654,0.7279421899228654,0.055350126745894256,0.0,0.055350126745894256,0.055350126745894256,0.05099340262934196,2.0816681711721685e-17,0.05099340262934194,0.05099340262934194,0.6195804195804195,0.0,0.6195804195804195,0.6195804195804195,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,iqr_1.8,robust,hamming,2301.669182982053,66.88932242103279,2178.1595637928503,2510.1497207687416,0.12371264764387264,0.009367191638186318,0.07743395408986575,0.14088854058634753,-0.006903470449182336,0.026614204445870458,-0.05258242681065947,0.07930120116786005,0.006638794382739197,0.00796789784659575,9.729395637446353e-05,0.023452878778520727,0.5899860139860139,0.02175148493044888,0.5636363636363636,0.7034965034965035,0.7720279720279721,1.1102230246251565e-16,0.772027972027972,0.772027972027972,0.43567482241515393,0.0,0.43567482241515393,0.43567482241515393,33.0,0.0,33,33,4.411764705882355,1.7763568394002505e-15,4.411764705882353,4.411764705882353
blood,zscore_robust,none,euclidean,200683796.08607778,1335912.0051676503,200377316.8530257,206506901.5140663,0.6568670232298373,0.0015221608260362195,0.6565178155868631,0.6635019684463455,0.0638651193350412,0.001299524983457854,0.06356698785727809,0.06952961741254035,0.015234650576830856,0.00012102240617995674,0.014707126138388293,0.015262415020959413,0.6776625172890732,0.005727460575883299,0.6763485477178424,0.7026279391424619,0.7717842323651455,2.220446049250313e-16,0.7717842323651453,0.7717842323651453,0.4355971896955503,5.551115123125783e-17,0.43559718969555034,0.43559718969555034,25.0,0.0,25,25,3.3422459893048124,4.440892098500626e-16,3.342245989304813,3.342245989304813
blood,zscore_robust,none,manhattan,246821483.0,0.0,246821483.0,246821483.0,0.600109120897086,1.1102230246251565e-16,0.6001091208970859,0.6001091208970859,0.047486092483753496,1.3877787807814457e-17,0.04748609248375351,0.04748609248375351,0.019882110394966037,3.469446951953614e-18,0.019882110394966034,0.019882110394966034,0.6251728907330565,2.220446049250313e-16,0.6251728907330567,0.6251728907330567,0.7717842323651455,2.220446049250313e-16,0.7717842323651453,0.7717842323651453,0.4355971896955503,5.551115123125783e-17,0.43559718969555034,0.43559718969555034,25.0,0.0,25,25,3.3422459893048124,4.440892098500626e-16,3.342245989304813,3.342245989304813
